ds_id,constant,generation,animation_path,upstream_commit
517,MOVE_RETALIATE,Gen 5,armips/move/move_anim/517.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
518,MOVE_FINAL_GAMBIT,Gen 5,armips/move/move_anim/518.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
519,MOVE_BESTOW,Gen 5,armips/move/move_anim/519.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
520,MOVE_INFERNO,Gen 5,armips/move/move_anim/520.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
521,MOVE_WATER_PLEDGE,Gen 5,armips/move/move_anim/521.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
522,MOVE_FIRE_PLEDGE,Gen 5,armips/move/move_anim/522.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
523,MOVE_GRASS_PLEDGE,Gen 5,armips/move/move_anim/523.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
524,MOVE_VOLT_SWITCH,Gen 5,armips/move/move_anim/524.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
525,MOVE_STRUGGLE_BUG,Gen 5,armips/move/move_anim/525.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
526,MOVE_BULLDOZE,Gen 5,armips/move/move_anim/526.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
527,MOVE_FROST_BREATH,Gen 5,armips/move/move_anim/527.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
528,MOVE_DRAGON_TAIL,Gen 5,armips/move/move_anim/528.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
529,MOVE_WORK_UP,Gen 5,armips/move/move_anim/529.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
530,MOVE_ELECTROWEB,Gen 5,armips/move/move_anim/530.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
531,MOVE_WILD_CHARGE,Gen 5,armips/move/move_anim/531.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
532,MOVE_DRILL_RUN,Gen 5,armips/move/move_anim/532.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
533,MOVE_DUAL_CHOP,Gen 5,armips/move/move_anim/533.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
534,MOVE_HEART_STAMP,Gen 5,armips/move/move_anim/534.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
535,MOVE_HORN_LEECH,Gen 5,armips/move/move_anim/535.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
536,MOVE_SACRED_SWORD,Gen 5,armips/move/move_anim/536.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
537,MOVE_RAZOR_SHELL,Gen 5,armips/move/move_anim/537.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
538,MOVE_HEAT_CRASH,Gen 5,armips/move/move_anim/538.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
539,MOVE_LEAF_TORNADO,Gen 5,armips/move/move_anim/539.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
540,MOVE_STEAMROLLER,Gen 5,armips/move/move_anim/540.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
541,MOVE_COTTON_GUARD,Gen 5,armips/move/move_anim/541.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
542,MOVE_NIGHT_DAZE,Gen 5,armips/move/move_anim/542.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
543,MOVE_PSYSTRIKE,Gen 5,armips/move/move_anim/543.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
544,MOVE_TAIL_SLAP,Gen 5,armips/move/move_anim/544.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
545,MOVE_HURRICANE,Gen 5,armips/move/move_anim/545.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
546,MOVE_HEAD_CHARGE,Gen 5,armips/move/move_anim/546.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
547,MOVE_GEAR_GRIND,Gen 5,armips/move/move_anim/547.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
548,MOVE_SEARING_SHOT,Gen 5,armips/move/move_anim/548.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
549,MOVE_TECHNO_BLAST,Gen 5,armips/move/move_anim/549.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
550,MOVE_RELIC_SONG,Gen 5,armips/move/move_anim/550.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
551,MOVE_SECRET_SWORD,Gen 5,armips/move/move_anim/551.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
552,MOVE_GLACIATE,Gen 5,armips/move/move_anim/552.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
553,MOVE_BOLT_STRIKE,Gen 5,armips/move/move_anim/553.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
554,MOVE_BLUE_FLARE,Gen 5,armips/move/move_anim/554.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
555,MOVE_FIERY_DANCE,Gen 5,armips/move/move_anim/555.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
556,MOVE_FREEZE_SHOCK,Gen 5,armips/move/move_anim/556.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
557,MOVE_ICE_BURN,Gen 5,armips/move/move_anim/557.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
558,MOVE_SNARL,Gen 5,armips/move/move_anim/558.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
559,MOVE_ICICLE_CRASH,Gen 5,armips/move/move_anim/559.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
560,MOVE_V_CREATE,Gen 5,armips/move/move_anim/560.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
561,MOVE_FUSION_FLARE,Gen 5,armips/move/move_anim/561.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
562,MOVE_FUSION_BOLT,Gen 5,armips/move/move_anim/562.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
563,MOVE_FLYING_PRESS,Gen 6,armips/move/move_anim/563.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
564,MOVE_MAT_BLOCK,Gen 6,armips/move/move_anim/564.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
565,MOVE_BELCH,Gen 6,armips/move/move_anim/565.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
566,MOVE_ROTOTILLER,Gen 6,armips/move/move_anim/566.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
567,MOVE_STICKY_WEB,Gen 6,armips/move/move_anim/567.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
568,MOVE_FELL_STINGER,Gen 6,armips/move/move_anim/568.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
569,MOVE_PHANTOM_FORCE,Gen 6,armips/move/move_anim/569.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
570,MOVE_TRICK_OR_TREAT,Gen 6,armips/move/move_anim/570.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
571,MOVE_NOBLE_ROAR,Gen 6,armips/move/move_anim/571.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
572,MOVE_ION_DELUGE,Gen 6,armips/move/move_anim/572.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
573,MOVE_PARABOLIC_CHARGE,Gen 6,armips/move/move_anim/573.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
574,MOVE_FORESTS_CURSE,Gen 6,armips/move/move_anim/574.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
575,MOVE_PETAL_BLIZZARD,Gen 6,armips/move/move_anim/575.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
576,MOVE_FREEZE_DRY,Gen 6,armips/move/move_anim/576.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
577,MOVE_DISARMING_VOICE,Gen 6,armips/move/move_anim/577.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
578,MOVE_PARTING_SHOT,Gen 6,armips/move/move_anim/578.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
579,MOVE_TOPSY_TURVY,Gen 6,armips/move/move_anim/579.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
580,MOVE_DRAINING_KISS,Gen 6,armips/move/move_anim/580.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
581,MOVE_CRAFTY_SHIELD,Gen 6,armips/move/move_anim/581.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
582,MOVE_FLOWER_SHIELD,Gen 6,armips/move/move_anim/582.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
583,MOVE_GRASSY_TERRAIN,Gen 6,armips/move/move_anim/583.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
584,MOVE_MISTY_TERRAIN,Gen 6,armips/move/move_anim/584.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
585,MOVE_ELECTRIFY,Gen 6,armips/move/move_anim/585.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
586,MOVE_PLAY_ROUGH,Gen 6,armips/move/move_anim/586.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
587,MOVE_FAIRY_WIND,Gen 6,armips/move/move_anim/587.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
588,MOVE_MOONBLAST,Gen 6,armips/move/move_anim/588.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
589,MOVE_BOOMBURST,Gen 6,armips/move/move_anim/589.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
590,MOVE_FAIRY_LOCK,Gen 6,armips/move/move_anim/590.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
591,MOVE_KINGS_SHIELD,Gen 6,armips/move/move_anim/591.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
592,MOVE_PLAY_NICE,Gen 6,armips/move/move_anim/592.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
593,MOVE_CONFIDE,Gen 6,armips/move/move_anim/593.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
594,MOVE_DIAMOND_STORM,Gen 6,armips/move/move_anim/594.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
595,MOVE_STEAM_ERUPTION,Gen 6,armips/move/move_anim/595.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
596,MOVE_HYPERSPACE_HOLE,Gen 6,armips/move/move_anim/596.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
597,MOVE_WATER_SHURIKEN,Gen 6,armips/move/move_anim/597.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
598,MOVE_MYSTICAL_FIRE,Gen 6,armips/move/move_anim/598.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
599,MOVE_SPIKY_SHIELD,Gen 6,armips/move/move_anim/599.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
600,MOVE_AROMATIC_MIST,Gen 6,armips/move/move_anim/600.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
601,MOVE_EERIE_IMPULSE,Gen 6,armips/move/move_anim/601.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
602,MOVE_VENOM_DRENCH,Gen 6,armips/move/move_anim/602.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
603,MOVE_POWDER,Gen 6,armips/move/move_anim/603.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
604,MOVE_GEOMANCY,Gen 6,armips/move/move_anim/604.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
605,MOVE_MAGNETIC_FLUX,Gen 6,armips/move/move_anim/605.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
606,MOVE_HAPPY_HOUR,Gen 6,armips/move/move_anim/606.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
607,MOVE_ELECTRIC_TERRAIN,Gen 6,armips/move/move_anim/607.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
608,MOVE_DAZZLING_GLEAM,Gen 6,armips/move/move_anim/608.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
609,MOVE_CELEBRATE,Gen 6,armips/move/move_anim/609.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
610,MOVE_HOLD_HANDS,Gen 6,armips/move/move_anim/610.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
611,MOVE_BABY_DOLL_EYES,Gen 6,armips/move/move_anim/611.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
612,MOVE_NUZZLE,Gen 6,armips/move/move_anim/612.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
613,MOVE_HOLD_BACK,Gen 6,armips/move/move_anim/613.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
614,MOVE_INFESTATION,Gen 6,armips/move/move_anim/614.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
615,MOVE_POWER_UP_PUNCH,Gen 6,armips/move/move_anim/615.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
616,MOVE_OBLIVION_WING,Gen 6,armips/move/move_anim/616.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
617,MOVE_THOUSAND_ARROWS,Gen 6,armips/move/move_anim/617.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
618,MOVE_THOUSAND_WAVES,Gen 6,armips/move/move_anim/618.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
619,MOVE_LANDS_WRATH,Gen 6,armips/move/move_anim/619.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
620,MOVE_LIGHT_OF_RUIN,Gen 6,armips/move/move_anim/620.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
621,MOVE_ORIGIN_PULSE,Gen 6,armips/move/move_anim/621.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
622,MOVE_PRECIPICE_BLADES,Gen 6,armips/move/move_anim/622.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
623,MOVE_DRAGON_ASCENT,Gen 6,armips/move/move_anim/623.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
624,MOVE_HYPERSPACE_FURY,Gen 6,armips/move/move_anim/624.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
625,MOVE_BREAKNECK_BLITZ_PHYSICAL,Gen 7,armips/move/move_anim/625.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
626,MOVE_BREAKNECK_BLITZ_SPECIAL,Gen 7,armips/move/move_anim/626.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
627,MOVE_ALL_OUT_PUMMELING_PHYSICAL,Gen 7,armips/move/move_anim/627.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
628,MOVE_ALL_OUT_PUMMELING_SPECIAL,Gen 7,armips/move/move_anim/628.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
629,MOVE_SUPERSONIC_SKYSTRIKE_PHYSICAL,Gen 7,armips/move/move_anim/629.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
630,MOVE_SUPERSONIC_SKYSTRIKE_SPECIAL,Gen 7,armips/move/move_anim/630.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
631,MOVE_ACID_DOWNPOUR_PHYSICAL,Gen 7,armips/move/move_anim/631.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
632,MOVE_ACID_DOWNPOUR_SPECIAL,Gen 7,armips/move/move_anim/632.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
633,MOVE_TECTONIC_RAGE_PHYSICAL,Gen 7,armips/move/move_anim/633.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
634,MOVE_TECTONIC_RAGE_SPECIAL,Gen 7,armips/move/move_anim/634.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
635,MOVE_CONTINENTAL_CRUSH_PHYSICAL,Gen 7,armips/move/move_anim/635.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
636,MOVE_CONTINENTAL_CRUSH_SPECIAL,Gen 7,armips/move/move_anim/636.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
637,MOVE_SAVAGE_SPIN_OUT_PHYSICAL,Gen 7,armips/move/move_anim/637.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
638,MOVE_SAVAGE_SPIN_OUT_SPECIAL,Gen 7,armips/move/move_anim/638.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
639,MOVE_NEVER_ENDING_NIGHTMARE_PHYSICAL,Gen 7,armips/move/move_anim/639.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
640,MOVE_NEVER_ENDING_NIGHTMARE_SPECIAL,Gen 7,armips/move/move_anim/640.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
641,MOVE_CORKSCREW_CRASH_PHYSICAL,Gen 7,armips/move/move_anim/641.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
642,MOVE_CORKSCREW_CRASH_SPECIAL,Gen 7,armips/move/move_anim/642.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
643,MOVE_INFERNO_OVERDRIVE_PHYSICAL,Gen 7,armips/move/move_anim/643.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
644,MOVE_INFERNO_OVERDRIVE_SPECIAL,Gen 7,armips/move/move_anim/644.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
645,MOVE_HYDRO_VORTEX_PHYSICAL,Gen 7,armips/move/move_anim/645.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
646,MOVE_HYDRO_VORTEX_SPECIAL,Gen 7,armips/move/move_anim/646.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
647,MOVE_BLOOM_DOOM_PHYSICAL,Gen 7,armips/move/move_anim/647.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
648,MOVE_BLOOM_DOOM_SPECIAL,Gen 7,armips/move/move_anim/648.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
649,MOVE_GIGAVOLT_HAVOC_PHYSICAL,Gen 7,armips/move/move_anim/649.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
650,MOVE_GIGAVOLT_HAVOC_SPECIAL,Gen 7,armips/move/move_anim/650.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
651,MOVE_SHATTERED_PSYCHE_PHYSICAL,Gen 7,armips/move/move_anim/651.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
652,MOVE_SHATTERED_PSYCHE_SPECIAL,Gen 7,armips/move/move_anim/652.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
653,MOVE_SUBZERO_SLAMMER_PHYSICAL,Gen 7,armips/move/move_anim/653.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
654,MOVE_SUBZERO_SLAMMER_SPECIAL,Gen 7,armips/move/move_anim/654.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
655,MOVE_DEVASTATING_DRAKE_PHYSICAL,Gen 7,armips/move/move_anim/655.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
656,MOVE_DEVASTATING_DRAKE_SPECIAL,Gen 7,armips/move/move_anim/656.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
657,MOVE_BLACK_HOLE_ECLIPSE_PHYSICAL,Gen 7,armips/move/move_anim/657.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
658,MOVE_BLACK_HOLE_ECLIPSE_SPECIAL,Gen 7,armips/move/move_anim/658.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
659,MOVE_TWINKLE_TACKLE_PHYSICAL,Gen 7,armips/move/move_anim/659.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
660,MOVE_TWINKLE_TACKLE_SPECIAL,Gen 7,armips/move/move_anim/660.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
661,MOVE_CATASTROPIKA,Gen 7,armips/move/move_anim/661.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
662,MOVE_SHORE_UP,Gen 7,armips/move/move_anim/662.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
663,MOVE_FIRST_IMPRESSION,Gen 7,armips/move/move_anim/663.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
664,MOVE_BANEFUL_BUNKER,Gen 7,armips/move/move_anim/664.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
665,MOVE_SPIRIT_SHACKLE,Gen 7,armips/move/move_anim/665.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
666,MOVE_DARKEST_LARIAT,Gen 7,armips/move/move_anim/666.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
667,MOVE_SPARKLING_ARIA,Gen 7,armips/move/move_anim/667.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
668,MOVE_ICE_HAMMER,Gen 7,armips/move/move_anim/668.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
669,MOVE_FLORAL_HEALING,Gen 7,armips/move/move_anim/669.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
670,MOVE_HIGH_HORSEPOWER,Gen 7,armips/move/move_anim/670.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
671,MOVE_STRENGTH_SAP,Gen 7,armips/move/move_anim/671.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
672,MOVE_SOLAR_BLADE,Gen 7,armips/move/move_anim/672.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
673,MOVE_LEAFAGE,Gen 7,armips/move/move_anim/673.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
674,MOVE_SPOTLIGHT,Gen 7,armips/move/move_anim/674.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
675,MOVE_TOXIC_THREAD,Gen 7,armips/move/move_anim/675.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
676,MOVE_LASER_FOCUS,Gen 7,armips/move/move_anim/676.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
677,MOVE_GEAR_UP,Gen 7,armips/move/move_anim/677.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
678,MOVE_THROAT_CHOP,Gen 7,armips/move/move_anim/678.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
679,MOVE_POLLEN_PUFF,Gen 7,armips/move/move_anim/679.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
680,MOVE_ANCHOR_SHOT,Gen 7,armips/move/move_anim/680.s,398a3020943f1ae98987e5b12b73d9086bbba3ce
